trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2020-01-01 03:14:00,9396689559656906,merchant_B,food,317.36,John,Doe,M,123 Elm St,Los Angeles,CA,64533,35.736947631738666,-74.03014066382501,299850,Artist,1988-10-02 23:22:19,T194,1078196988,38.73339169723707,-104.71735197105684,0
2020-01-01 03:15:00,1075767701821152,merchant_B,entertainment,98.23,Jane,Smith,M,456 Oak St,Los Angeles,IL,58406,36.874025448491864,-102.36700606141221,951592,Engineer,1995-08-06 14:53:18,T195,1139098218,37.61855629003766,-75.85131141763898,0
2020-01-01 03:16:00,5786272435992739,merchant_A,food,476.1,Jane,Doe,F,123 Elm St,New York,NY,89995,38.97561574514327,-79.5194594393466,28662,Doctor,1957-06-25 17:56:51,T196,1245879484,34.18122328880596,-80.99219785951736,0
2020-01-01 03:17:00,7882416729704697,merchant_B,entertainment,297.99,Alice,Taylor,M,789 Pine St,New York,CA,24712,35.86240792497562,-116.65649779184484,705142,Lawyer,1999-05-15 04:26:46,T197,1174332881,35.12745681393805,-102.7861833751922,0
2020-01-01 03:18:00,6296159821499815,merchant_A,shopping,231.1,John,Brown,M,789 Pine St,New York,CA,28297,35.134993939296336,-107.33322461082517,2554,Lawyer,1980-01-03 13:34:26,T198,1438852961,39.06702236927779,-82.7376304427068,0
2020-01-01 03:19:00,4502242912002838,merchant_C,shopping,409.33,Jane,Taylor,F,789 Pine St,Chicago,CA,48447,34.21131004347544,-75.27486476464219,808793,Doctor,1960-01-18 12:21:20,T199,1244296797,37.00621123600624,-111.84201884867787,0
2020-01-01 03:20:00,2966657379187058,merchant_A,food,430.72,Alice,Doe,M,789 Pine St,Chicago,IL,30317,38.48090714679802,-75.40372470631092,629415,Doctor,1976-04-16 10:27:57,T200,1572560898,36.36497160992371,-85.02800534911412,0
2020-01-01 03:21:00,1734815885568348,merchant_B,entertainment,484.3,Alice,Taylor,M,789 Pine St,New York,CA,90114,35.0506115598521,-87.54957104509644,137146,Doctor,1977-05-29 10:14:45,T201,1283735532,39.34307378529975,-109.63036043071563,0
2020-01-01 03:22:00,5714202413948652,merchant_A,shopping,479.46,Alice,Doe,M,456 Oak St,Chicago,CA,16225,35.602717521565665,-111.4461664289306,621050,Artist,1972-12-18 23:45:31,T202,1576768822,37.640497572877,-86.19562985891805,0
2020-01-01 03:23:00,9885606130958215,merchant_C,food,408.25,Bob,Brown,F,789 Pine St,Los Angeles,NY,89626,40.419199803606986,-99.24579558257912,320023,Engineer,1985-03-04 08:52:08,T203,1236274985,34.19601560898313,-89.74264951260494,0
2020-01-01 03:24:00,1944166149059943,merchant_C,food,276.91,John,Smith,F,789 Pine St,Los Angeles,IL,37871,37.28463405223605,-110.38859990474022,641109,Artist,1962-12-14 17:17:39,T204,1113676318,37.81073663053739,-116.66403088112368,0
2020-01-01 03:25:00,7095272830752995,merchant_C,food,420.88,Alice,Smith,F,789 Pine St,Los Angeles,NY,19618,38.4345346535394,-102.839572850623,494369,Engineer,1974-04-19 10:33:55,T205,1411179700,37.921508549700675,-99.00535026571107,0
2020-01-01 03:26:00,3743239638520278,merchant_A,food,327.02,Bob,Doe,M,789 Pine St,Chicago,NY,94189,34.891429636411615,-89.67836922953289,425677,Engineer,1968-09-18 12:13:45,T206,1569133084,35.10725839057581,-111.27267655171418,0
2020-01-01 03:27:00,9905220647848738,merchant_C,shopping,396.19,John,Doe,F,456 Oak St,New York,CA,11286,36.48591403057574,-96.11016573010315,771487,Doctor,1984-02-18 05:02:00,T207,1263871182,37.171341168661314,-106.28233137913493,0
2020-01-01 03:28:00,3070145956481743,merchant_A,food,136.36,John,Smith,M,789 Pine St,Los Angeles,IL,86918,34.44454331206152,-95.50640611817921,163133,Doctor,1981-08-28 18:24:18,T208,1210574732,37.77519637832654,-90.26236201973208,0
2020-01-01 03:29:00,4533083872355294,merchant_B,shopping,308.59,Alice,Smith,M,789 Pine St,New York,IL,96963,40.51141680929464,-85.67379368595242,778892,Engineer,1973-08-29 18:59:43,T209,1243232524,37.34360542765924,-102.90861143742134,0
2020-01-01 03:30:00,6599992876303144,merchant_C,entertainment,84.49,Alice,Taylor,M,789 Pine St,Chicago,IL,59656,36.238523855562114,-116.77662849046585,240529,Lawyer,1974-10-06 07:51:17,T210,1509782182,38.55651453412127,-94.0828429931787,0
2020-01-01 03:31:00,3451542690456171,merchant_C,food,69.51,John,Doe,F,456 Oak St,Chicago,CA,48117,39.59834766309341,-103.04858172385133,615188,Doctor,1986-10-16 09:18:03,T211,1457239149,35.4001898393278,-102.26620444021133,0
2020-01-01 03:32:00,6921271463400111,merchant_B,shopping,89.22,Bob,Brown,M,789 Pine St,New York,NY,84960,40.77577611462638,-95.15684307253082,339656,Artist,1989-07-11 00:34:05,T212,1123024704,39.74417023741666,-87.58475540132531,0
2020-01-01 03:33:00,1091037633793859,merchant_A,food,72.43,John,Taylor,M,123 Elm St,Los Angeles,CA,19005,34.70521210234594,-112.8127559794481,754863,Artist,1953-08-27 14:54:08,T213,1463237043,34.05678288352196,-85.55243164588256,0
2020-01-01 03:34:00,1417075971642591,merchant_A,shopping,102.95,Bob,Smith,F,789 Pine St,Chicago,IL,34682,37.892056314047146,-78.22520640660261,968653,Doctor,1989-11-19 13:24:20,T214,1582046139,39.47365326389449,-88.72188837578531,0
2020-01-01 03:35:00,9923449235915160,merchant_B,entertainment,208.47,Bob,Taylor,M,123 Elm St,Los Angeles,CA,11322,39.10261009697697,-77.15422073865166,795082,Doctor,1982-12-12 01:53:22,T215,1555116035,34.91198103699241,-90.13577515287199,0
2020-01-01 03:36:00,2525042211200867,merchant_A,shopping,449.75,Jane,Smith,M,789 Pine St,Chicago,IL,44684,35.091677226927985,-80.756535353314,311493,Engineer,1965-09-02 10:14:20,T216,1545588515,39.44343114594497,-103.32001124162146,0
2020-01-01 03:37:00,7296779446841005,merchant_A,food,361.94,Bob,Doe,F,123 Elm St,Los Angeles,CA,96266,37.6819029580774,-77.10007284157236,325615,Lawyer,1969-05-09 08:28:51,T217,1276937001,35.19133428666994,-93.94408072186843,0
2020-01-01 03:38:00,1345264802650663,merchant_C,shopping,57.86,John,Brown,F,123 Elm St,Chicago,NY,30741,36.394284160834715,-103.27429023544266,178354,Artist,1976-01-05 19:15:36,T218,1542760134,35.68817804289173,-90.89981242186443,0
2020-01-01 03:39:00,5330961831928085,merchant_B,shopping,95.86,Jane,Smith,M,456 Oak St,New York,IL,11992,34.37774647213337,-87.55504944112445,366121,Engineer,1996-11-19 00:53:43,T219,1438950132,34.301820580738365,-86.90428107924018,0
2020-01-01 03:40:00,9407633574870601,merchant_B,shopping,266.3,Bob,Smith,F,789 Pine St,Los Angeles,IL,59816,39.48545100212368,-101.69210055372267,883349,Artist,1995-05-25 08:50:20,T220,1291906008,34.31517136828412,-104.53371493391151,0
2020-01-01 03:41:00,5637669205023367,merchant_A,shopping,456.79,Bob,Brown,F,789 Pine St,Chicago,IL,23262,37.1156484959579,-104.72590666626576,546119,Lawyer,1990-01-09 04:32:20,T221,1126598696,37.27343770445126,-107.26615439983327,0
2020-01-01 03:42:00,7405011371375075,merchant_C,food,394.72,Alice,Smith,F,789 Pine St,Chicago,IL,22985,35.463806113103956,-93.25513662662874,620536,Engineer,1992-02-26 00:15:34,T222,1053208500,40.50960401531242,-99.78382892750732,0
2020-01-01 03:43:00,5456360960335273,merchant_B,food,449.21,John,Smith,F,456 Oak St,Chicago,CA,83503,35.05988345101629,-88.8853831295521,732568,Engineer,1970-01-13 22:30:19,T223,1304525466,36.8791788785612,-111.85279271156423,0
2020-01-01 03:44:00,1989906719382207,merchant_B,entertainment,497.94,John,Doe,M,789 Pine St,Chicago,IL,82715,36.460075823559606,-101.39750648757493,582386,Lawyer,1963-10-25 16:36:31,T224,1528087388,40.53469940071549,-90.38125154176329,0
2020-01-01 03:45:00,5492785678441808,merchant_A,entertainment,63.21,Alice,Smith,M,123 Elm St,Los Angeles,CA,83236,40.770316200111765,-87.37663722402313,86479,Engineer,1985-04-18 09:49:25,T225,1150474998,36.56139098093572,-105.9434871153189,0
2020-01-01 03:46:00,2760273862970031,merchant_A,entertainment,449.84,John,Smith,M,456 Oak St,Chicago,CA,70788,40.97071545444641,-115.7336878172373,66305,Engineer,1988-06-21 16:47:57,T226,1301703789,38.18145927788626,-91.37144141496381,0
2020-01-01 03:47:00,5608573980782336,merchant_A,entertainment,211.18,Alice,Taylor,M,123 Elm St,New York,CA,10615,35.90047798778107,-117.18626601388088,556386,Artist,1977-06-25 09:56:15,T227,1078587993,35.95443786581468,-100.89956385453476,0
2020-01-01 03:48:00,2345737280126253,merchant_A,shopping,259.74,Alice,Doe,M,123 Elm St,New York,CA,64802,35.56392699023905,-88.89208489936185,862491,Artist,1966-09-27 03:26:12,T228,1330832290,36.372287928813016,-76.19202273589886,0
2020-01-01 03:49:00,9744005301365204,merchant_C,shopping,94.15,Jane,Brown,M,789 Pine St,Los Angeles,NY,86735,38.252685391776104,-81.69709745124041,959823,Artist,1966-04-18 10:23:32,T229,1542745311,35.37009370179994,-91.7176630128894,0
2020-01-01 03:50:00,8343957039244836,merchant_B,entertainment,224.13,Bob,Doe,M,789 Pine St,Chicago,IL,57736,37.300210578914474,-115.98978170256898,164792,Artist,1986-02-24 14:20:07,T230,1543439221,38.10573171188602,-83.22085959963533,0
2020-01-01 03:51:00,3617786593347782,merchant_A,shopping,168.82,Bob,Brown,F,789 Pine St,New York,NY,74914,35.498557986178625,-107.31159534084345,173657,Engineer,1996-04-25 04:43:34,T231,1460093001,40.3639116507321,-74.1811737279419,0
2020-01-01 03:52:00,1829058769238000,merchant_A,food,4.2,Bob,Taylor,F,789 Pine St,Chicago,IL,94300,40.113941099614294,-110.88091359553766,749419,Doctor,1964-06-01 03:09:52,T232,1590769867,39.49410553183077,-83.06707080149187,0
2020-01-01 03:53:00,2444763232637125,merchant_C,shopping,105.5,John,Doe,F,456 Oak St,New York,CA,15679,36.55724075796684,-94.44090461274422,562796,Lawyer,1962-09-26 01:35:08,T233,1134690295,37.20467328995816,-80.24564424585293,0
2020-01-01 03:54:00,9912024602952811,merchant_A,food,487.55,Jane,Brown,M,456 Oak St,Los Angeles,CA,64138,37.71645837396969,-107.34878193756556,855263,Lawyer,1958-05-27 11:08:52,T234,1166915386,35.259332347452705,-90.74281681929698,0
2020-01-01 03:55:00,5243474553553496,merchant_A,shopping,283.66,Jane,Taylor,M,789 Pine St,Los Angeles,NY,61347,36.100421327751334,-74.04416598621867,490001,Artist,1957-08-01 14:58:29,T235,1180687044,35.54923675455291,-103.8437103120128,0
2020-01-01 03:56:00,4278926300104312,merchant_C,food,141.56,John,Smith,M,123 Elm St,Chicago,CA,85658,35.93228638040821,-107.09355524482574,367360,Doctor,1954-09-14 09:59:39,T236,1073077071,36.01667806269577,-96.1724329545935,0
2020-01-01 03:57:00,5962886389386959,merchant_A,shopping,392.47,Bob,Brown,M,789 Pine St,Chicago,CA,55812,35.91777302177142,-108.91885760756792,476973,Artist,1964-05-05 18:51:10,T237,1448760388,40.396551578754,-117.37374195457936,0
2020-01-01 03:58:00,5857339679062336,merchant_B,shopping,161.15,Bob,Taylor,F,123 Elm St,New York,NY,67603,34.943380381279,-106.08440000286724,465914,Artist,1953-08-04 18:26:49,T238,1545356569,37.785855845415,-96.22439003302013,0
2020-01-01 03:59:00,6355878659888702,merchant_C,entertainment,318.51,John,Taylor,F,789 Pine St,Los Angeles,IL,88047,38.36134302562177,-92.13083698483474,119103,Artist,1956-03-07 08:51:15,T239,1168699620,37.60087552923749,-110.9778468450617,0
2020-01-01 04:00:00,7423950632517377,merchant_A,food,399.25,John,Taylor,F,789 Pine St,New York,NY,79070,37.31394611553588,-88.56501479842775,755322,Doctor,1966-03-11 14:27:55,T240,1452208901,38.40385047858269,-91.00999729572703,0
2020-01-01 04:01:00,1513294571588089,merchant_B,entertainment,352.54,Bob,Smith,M,456 Oak St,Chicago,NY,76295,37.762189687878305,-116.58169891384712,993214,Engineer,1955-12-03 13:17:32,T241,1193730736,36.47109458184353,-94.92642494735637,0
2020-01-01 04:02:00,4133654674893967,merchant_A,food,333.06,Jane,Brown,M,789 Pine St,Los Angeles,IL,82565,34.85862884897701,-100.9013184151159,981899,Lawyer,1975-04-13 00:44:17,T242,1555136802,35.907090439151645,-94.96709287433129,0
2020-01-01 04:03:00,8727706865489022,merchant_B,shopping,20.74,Bob,Smith,M,789 Pine St,Los Angeles,CA,84615,36.95469466370765,-103.08467530120419,481298,Doctor,1985-03-21 02:13:18,T243,1423325711,35.093200084531276,-74.88055343002561,0
2020-01-01 04:04:00,6163154807431111,merchant_B,entertainment,449.07,Jane,Taylor,M,456 Oak St,Chicago,CA,68864,40.4662476320607,-93.16520914851863,314843,Lawyer,1982-10-28 00:51:23,T244,1546083938,34.52656697245308,-103.1172916998704,0
2020-01-01 04:05:00,9244321609528434,merchant_C,shopping,153.29,Jane,Taylor,M,456 Oak St,Los Angeles,NY,61646,35.34236198523509,-87.23327797629648,915281,Artist,1976-02-17 01:05:14,T245,1552285610,40.46790431394162,-89.38898177413068,1
2020-01-01 04:06:00,4748436136191034,merchant_C,shopping,297.68,Jane,Brown,M,789 Pine St,Chicago,CA,73860,36.86969234137707,-89.07156817916798,159897,Artist,1980-08-10 18:09:04,T246,1335613587,35.99727260140673,-94.3927027514375,0
2020-01-01 04:07:00,2994283126419641,merchant_B,shopping,165.39,Alice,Doe,F,456 Oak St,Los Angeles,IL,88426,37.12378086864844,-102.42917625363557,558137,Doctor,1975-09-28 05:58:26,T247,1004912241,40.107174692838306,-108.956089678603,0
2020-01-01 04:08:00,6982495340806445,merchant_B,shopping,233.58,Jane,Taylor,M,456 Oak St,New York,CA,46606,37.61017854404851,-117.69265387191237,142915,Doctor,1976-03-07 14:13:16,T248,1493085899,40.9913553082262,-103.93423727308678,0
2020-01-01 04:09:00,8818251805709326,merchant_B,shopping,498.39,John,Smith,F,789 Pine St,New York,NY,87112,37.6771475127057,-100.28268683686696,288310,Doctor,1993-02-28 06:59:28,T249,1279036102,40.27687054040528,-116.07574199251408,0
2020-01-01 04:10:00,5371522904445327,merchant_B,food,262.6,John,Smith,M,456 Oak St,New York,NY,62476,40.36562172597979,-92.38503618951793,33971,Engineer,1974-07-14 17:33:16,T250,1314456992,35.38503882101768,-82.073071476607,0
2020-01-01 04:11:00,7080647549434894,merchant_C,food,390.46,Jane,Taylor,M,123 Elm St,Los Angeles,NY,30621,40.76476707737358,-109.6757821872142,343386,Engineer,1994-03-17 02:06:45,T251,1200789976,38.62799493659288,-112.31773786898626,0
2020-01-01 04:12:00,7065641462765569,merchant_C,shopping,433.26,Jane,Brown,F,456 Oak St,Chicago,IL,18472,40.480883640173694,-74.80766945697401,72738,Engineer,1959-02-21 12:00:55,T252,1276424399,36.59992655881176,-81.47523402050453,0
2020-01-01 04:13:00,7735435573082332,merchant_C,shopping,158.04,Jane,Smith,M,456 Oak St,New York,NY,68463,40.99233103598294,-83.17295056065913,776964,Engineer,1966-08-23 04:44:49,T253,1036066226,35.75379584295389,-115.38797361700216,0
2020-01-01 04:14:00,3119654296966221,merchant_C,food,11.46,Bob,Brown,M,789 Pine St,New York,IL,40151,38.99242024196057,-116.17108316727105,825287,Engineer,1998-02-25 20:59:51,T254,1312642922,38.94055428015928,-94.562411543391,0
2020-01-01 04:15:00,7203422321283592,merchant_B,entertainment,461.79,John,Smith,F,123 Elm St,Chicago,NY,59226,38.00512124529149,-102.85634546321302,257272,Doctor,1953-08-26 02:04:10,T255,1575308447,36.828165207619485,-87.82653992437285,0
2020-01-01 04:16:00,1568669881298686,merchant_C,food,360.76,Bob,Smith,M,456 Oak St,New York,IL,32178,37.04136053279594,-116.89438208561295,289385,Artist,1994-06-15 01:09:09,T256,1098584751,37.97465135397488,-89.68325370935216,0
2020-01-01 04:17:00,2375722515033080,merchant_C,food,151.43,Jane,Smith,M,123 Elm St,Chicago,IL,10356,37.095405596133006,-89.28213947300151,85727,Engineer,1962-09-25 23:23:21,T257,1065064373,38.887235000625445,-81.91056299252838,0
2020-01-01 04:18:00,8747245688175550,merchant_A,food,79.05,Bob,Brown,M,456 Oak St,Los Angeles,CA,12221,37.93474092643535,-91.90194030752887,242251,Lawyer,1987-09-29 04:49:03,T258,1384989203,36.956621139529354,-108.8404832924092,0
2020-01-01 04:19:00,8556742160253877,merchant_C,shopping,324.49,John,Smith,F,123 Elm St,Los Angeles,IL,88561,36.68533512775523,-82.85394752614884,930717,Artist,1966-10-28 12:08:02,T259,1398434279,37.39527080929232,-110.03621142322594,0
2020-01-01 04:20:00,2330281507846798,merchant_B,food,113.81,Jane,Brown,F,456 Oak St,Los Angeles,CA,90637,40.925849619934375,-98.25256536919807,255853,Artist,1968-06-28 04:27:06,T260,1506292854,37.949254773240675,-113.31810076685579,0
2020-01-01 04:21:00,4434595674537974,merchant_B,shopping,440.59,Alice,Smith,F,456 Oak St,Chicago,NY,39463,39.67227831725532,-76.4590575480608,24181,Lawyer,1968-03-14 08:04:22,T261,1063212281,34.44218452603857,-99.67098576555955,0
2020-01-01 04:22:00,4660536789976764,merchant_A,food,134.26,Bob,Smith,F,789 Pine St,New York,CA,31134,37.55995114358408,-92.72667574076647,25878,Artist,1992-02-14 07:45:11,T262,1554471083,35.0265880751808,-115.41441165688123,0
2020-01-01 04:23:00,7321157693251561,merchant_A,food,242.18,Jane,Brown,F,789 Pine St,Los Angeles,NY,53094,38.57338832369629,-113.71069921681796,688116,Doctor,1954-09-02 16:27:31,T263,1274347522,35.572436166695546,-107.69869148353014,0
2020-01-01 04:24:00,5917452730988489,merchant_C,entertainment,316.31,Alice,Doe,M,789 Pine St,Los Angeles,CA,12422,34.1875506115549,-94.56522512849209,781162,Lawyer,1958-08-02 19:57:45,T264,1011834033,34.6006116847275,-103.68135096628026,0
2020-01-01 04:25:00,1115290813635794,merchant_B,entertainment,72.9,John,Doe,F,789 Pine St,Chicago,IL,63252,37.73240508662012,-94.7651021346611,710313,Doctor,1998-03-10 06:13:52,T265,1521012079,36.62952826301787,-76.58291256861355,0
2020-01-01 04:26:00,1177830885105968,merchant_C,food,317.57,Bob,Taylor,F,456 Oak St,Los Angeles,NY,54952,39.47492244849349,-75.23922007822094,46544,Engineer,1987-09-22 22:51:12,T266,1454026280,38.07946524923223,-116.06624260476676,0
2020-01-01 04:27:00,2426725076416968,merchant_C,food,338.29,Bob,Brown,F,123 Elm St,Chicago,IL,96084,38.95970946931839,-79.8148670179624,215629,Lawyer,1956-10-25 14:52:41,T267,1563672985,37.404759701441,-75.38659471465337,0
2020-01-01 04:28:00,3286635679515518,merchant_A,shopping,130.05,Jane,Smith,F,789 Pine St,Chicago,IL,87614,36.51350781606895,-108.10670535355804,930137,Doctor,1976-01-29 11:46:57,T268,1306094990,38.47756219724842,-88.11407339178744,0
2020-01-01 04:29:00,2772600348948859,merchant_A,food,115.91,Alice,Brown,F,123 Elm St,Chicago,IL,41597,39.01169617229703,-114.25416504856337,765963,Engineer,1977-11-04 20:00:16,T269,1364836621,34.489170719612744,-96.38697189988585,0
2020-01-01 04:30:00,7142678217900910,merchant_A,food,207.01,Jane,Brown,F,789 Pine St,Chicago,CA,71841,37.922905835299204,-91.50475264342448,328952,Lawyer,1983-06-18 02:28:16,T270,1081281650,40.44415677773528,-75.04812338369365,0
2020-01-01 04:31:00,3245949470777453,merchant_C,entertainment,441.98,John,Brown,F,456 Oak St,New York,IL,33798,38.3526158150159,-112.57501602290237,839632,Doctor,1968-04-23 18:42:32,T271,1570132333,40.90026827328482,-93.86046281255172,0
2020-01-01 04:32:00,7337943313377869,merchant_B,food,238.48,John,Taylor,M,789 Pine St,Chicago,NY,46934,37.98768360084037,-102.0774930306263,249363,Engineer,1985-03-24 23:11:28,T272,1384135658,37.875284006150856,-102.91199617658654,0
2020-01-01 04:33:00,6181791097119215,merchant_B,shopping,117.94,Alice,Smith,F,123 Elm St,New York,NY,52320,36.012872461408854,-106.41957961910431,555691,Engineer,1966-09-19 04:20:37,T273,1041090471,36.06423852129413,-76.9468106313023,0
2020-01-01 04:34:00,5943765502721499,merchant_A,food,337.72,Bob,Doe,M,123 Elm St,Chicago,NY,95025,40.36242783513954,-98.8556797098134,24859,Artist,1990-07-19 14:25:32,T274,1450126282,39.02717714461042,-83.72956884852351,0
2020-01-01 04:35:00,4824393415568907,merchant_A,entertainment,122.39,Alice,Taylor,F,123 Elm St,Los Angeles,CA,18346,34.39983811452078,-82.59127288743093,193028,Doctor,1967-08-08 03:47:04,T275,1038772041,38.55802208893096,-94.78758390448769,0
2020-01-01 04:36:00,4784096310564648,merchant_C,entertainment,50.11,Bob,Doe,F,456 Oak St,Los Angeles,CA,68914,38.09511129306894,-86.93956785000917,174477,Doctor,1985-08-01 12:12:11,T276,1210281768,40.10695046291647,-112.16324663840692,0
2020-01-01 04:37:00,5341034750324023,merchant_B,shopping,62.28,Bob,Smith,F,456 Oak St,New York,NY,11620,39.50863689313406,-79.8033898239862,301080,Engineer,1998-11-09 22:23:12,T277,1420087755,40.53325812686537,-74.46184473645198,0
2020-01-01 04:38:00,3604859454745499,merchant_B,shopping,195.8,John,Doe,M,123 Elm St,Chicago,IL,60091,35.797163633666,-93.25484015607331,24639,Doctor,1982-07-16 03:11:04,T278,1320066679,39.62198198099656,-77.76146261435949,0
2020-01-01 04:39:00,8003813860949662,merchant_C,entertainment,207.31,Jane,Taylor,F,789 Pine St,Los Angeles,NY,64603,35.241324311126,-88.2338339551539,981555,Artist,1987-06-01 18:04:19,T279,1102011794,37.243235343053314,-85.85170282773402,0
2020-01-01 04:40:00,7523190002536525,merchant_B,food,53.22,Alice,Doe,F,789 Pine St,Chicago,CA,76997,40.34889756232909,-108.34428810611968,547342,Engineer,1992-12-10 13:38:40,T280,1096762212,37.141480191442135,-98.43107143268165,0
2020-01-01 04:41:00,1785853128697269,merchant_C,food,298.85,Alice,Brown,M,123 Elm St,Chicago,IL,77197,40.966085807768245,-112.51912511532923,989877,Lawyer,1967-11-25 06:04:42,T281,1222506254,35.195279877673016,-88.39793497792417,0
2020-01-01 04:42:00,3263939538437139,merchant_A,entertainment,91.93,Bob,Brown,M,123 Elm St,New York,IL,80017,35.116439275901676,-112.70877950086644,982320,Doctor,1975-11-09 12:43:37,T282,1093080767,37.74917241488177,-104.71592976284286,0
2020-01-01 04:43:00,4044808520241781,merchant_B,food,484.03,Alice,Doe,M,789 Pine St,Chicago,CA,75597,34.41164812961196,-82.34886864507305,549794,Artist,1974-08-06 12:21:24,T283,1471735794,37.168493580101966,-93.08752625014628,0
2020-01-01 04:44:00,4090755241515007,merchant_C,food,71.41,Bob,Taylor,M,789 Pine St,New York,CA,57307,40.04871434544776,-117.02199716659968,778121,Engineer,1977-05-14 23:33:13,T284,1104550767,39.944075166053835,-114.95104049425429,0
2020-01-01 04:45:00,6282458034567547,merchant_B,shopping,56.91,Bob,Taylor,M,789 Pine St,Chicago,NY,35667,34.75509264049269,-76.53673524378968,462160,Lawyer,1993-08-27 10:52:18,T285,1073801176,36.052995149324644,-95.47044136671985,0
2020-01-01 04:46:00,4701697461014952,merchant_C,entertainment,305.07,Bob,Taylor,F,456 Oak St,Los Angeles,NY,24417,37.291708063545585,-110.82465502405718,244982,Lawyer,1981-10-29 08:37:57,T286,1113618221,40.664496084260385,-99.27762562720378,0
2020-01-01 04:47:00,7242290630209401,merchant_B,entertainment,379.95,Jane,Taylor,F,789 Pine St,Chicago,IL,97292,40.575102959503326,-97.06731611540465,842514,Lawyer,1966-01-28 00:53:54,T287,1160835558,34.043691755375406,-76.9986983824489,0
2020-01-01 04:48:00,7575849714756007,merchant_A,shopping,328.29,John,Doe,M,123 Elm St,Chicago,CA,29763,38.20641604768762,-81.50246577266407,400996,Engineer,1987-10-05 11:43:35,T288,1218149723,34.235180254871786,-74.8029381475875,0
2020-01-01 04:49:00,3248109157853008,merchant_B,shopping,85.63,Jane,Doe,M,123 Elm St,Los Angeles,NY,49392,36.3308815230025,-115.43782289893059,804124,Engineer,1967-12-31 14:12:36,T289,1480528002,39.07282227348796,-96.77492323098812,0
2020-01-01 04:50:00,5988535264428410,merchant_B,entertainment,213.94,Bob,Doe,F,456 Oak St,New York,CA,70406,37.535651799134826,-80.10520642476371,401032,Artist,1978-05-14 08:22:56,T290,1355605985,34.15421932997433,-77.60285910980215,0
2020-01-01 04:51:00,1851713554526622,merchant_C,shopping,429.87,Alice,Taylor,M,789 Pine St,Chicago,NY,11963,38.26484588994616,-103.9982832150436,762367,Doctor,1956-01-05 17:22:16,T291,1483590681,37.51040938180091,-83.16178159954748,0
2020-01-01 04:52:00,5665643470688453,merchant_A,shopping,53.89,John,Doe,F,456 Oak St,New York,CA,84223,38.352831926933334,-92.58384830863031,892804,Engineer,1962-12-10 12:25:46,T292,1438310660,34.660274926758255,-108.14241199854115,0
2020-01-01 04:53:00,6412087831958325,merchant_C,entertainment,337.6,John,Doe,M,789 Pine St,Los Angeles,NY,60987,34.92902619834236,-105.61531807445824,106907,Artist,1988-09-18 18:06:22,T293,1035377111,38.59910231808997,-92.23329606822504,0
2020-01-01 04:54:00,3073373608538849,merchant_C,entertainment,414.48,John,Smith,M,789 Pine St,Chicago,IL,51739,39.467164602804885,-112.42213770340594,812374,Artist,1979-11-03 23:16:06,T294,1420409817,37.56660320900889,-80.91007318891458,0
2020-01-01 04:55:00,7431027067567030,merchant_C,entertainment,386.25,Alice,Taylor,F,123 Elm St,Los Angeles,NY,50985,35.56602015662638,-87.40878632248467,175504,Engineer,1993-05-16 14:23:29,T295,1151085784,36.59043265882579,-100.3234822691927,0
2020-01-01 04:56:00,5649863040426830,merchant_C,entertainment,349.96,Jane,Brown,M,456 Oak St,Los Angeles,IL,10290,37.82372957798138,-105.3848845679719,179598,Engineer,1989-09-15 23:18:07,T296,1507498267,34.16501156661682,-114.63918110721241,0
2020-01-01 04:57:00,5841934184294094,merchant_B,shopping,401.39,Bob,Smith,M,789 Pine St,New York,CA,37611,39.98212760907201,-110.64803376942227,863939,Engineer,1958-05-13 03:03:38,T297,1449741396,39.10307152609684,-108.24966601592746,0
2020-01-01 04:58:00,5272676139499508,merchant_C,entertainment,222.41,Jane,Brown,F,123 Elm St,New York,CA,24556,35.46198848872784,-79.57992834780643,539105,Doctor,1997-09-22 13:15:42,T298,1038686887,40.32152798157727,-110.13016723311198,0
2020-01-01 04:59:00,9617491729072025,merchant_C,shopping,295.1,Jane,Smith,M,456 Oak St,New York,IL,41574,39.61885524094542,-99.83901005682122,18501,Doctor,1987-09-29 14:04:46,T299,1524150072,39.38399878896482,-113.93228058623595,0
2020-01-01 05:00:00,3466926427241979,merchant_B,shopping,249.37,Alice,Smith,F,789 Pine St,New York,NY,84876,34.36596323401913,-117.38336246555781,613852,Engineer,1969-12-14 21:26:03,T300,1460338402,38.61378107422635,-115.85785866650588,1
2020-01-01 05:01:00,6611355755011397,merchant_C,food,292.32,Bob,Taylor,M,789 Pine St,Chicago,NY,25001,40.155028108965205,-97.89880646528024,916612,Artist,1950-02-05 06:10:21,T301,1344713662,39.31707752237115,-91.94552630151617,0
2020-01-01 05:02:00,5685603729812239,merchant_B,food,483.64,Alice,Brown,M,789 Pine St,Los Angeles,NY,29902,37.464074775186184,-108.35330153353027,584804,Engineer,1995-07-25 04:37:52,T302,1024520950,37.11474330925892,-77.35949229037342,0
2020-01-01 05:03:00,7343613080974290,merchant_B,food,424.0,Bob,Doe,M,456 Oak St,Chicago,NY,92662,39.48425630190132,-117.14187803186533,907567,Engineer,1989-01-19 08:27:12,T303,1058845027,35.65491563264081,-87.52009757150097,0
